Point,WF (mV),WFRA (mV),WFDel (mV),Std WF,GD (au),Std GD,Z Height (um),User,Time(Secs),,
1430,-513.2,-511.4,1.7,2.9,294.7,1.4,0.00,1.3,824.647,,
1431,-514.4,-512.9,0.5,2.9,294.7,1.4,0.00,1.1,825.240,,
1432,-516.7,-514.8,-1.8,2.9,294.6,1.4,0.00,0.3,825.833,,
1433,-512.0,-514.4,2.9,2.9,294.6,1.4,0.00,1.4,826.425,,
1434,-511.8,-513.5,3.1,2.9,294.7,1.4,0.00,1.3,827.034,,
1435,-514.7,-512.8,0.2,2.9,294.5,1.4,0.00,1.0,827.627,,
1436,-513.1,-513.2,1.8,2.9,294.4,1.4,0.00,1.2,828.204,,
1437,-512.8,-513.6,2.1,2.9,294.6,1.4,0.00,0.5,828.797,,
1438,-512.3,-512.8,2.6,2.9,294.6,1.4,0.00,0.7,829.374,,
1439,-513.4,-512.9,1.5,2.9,294.5,1.4,0.00,1.4,829.982,,
1440,-512.1,-512.6,2.9,2.9,294.7,1.4,0.00,1.4,830.559,,
1441,-518.8,-514.7,-3.8,2.9,294.7,1.4,0.00,1.3,831.137,,
1442,-514.0,-514.9,0.9,2.9,294.4,1.4,0.00,1.3,831.714,,
1443,-518.9,-517.2,-4.0,2.9,294.5,1.4,0.00,1.4,832.307,,
1444,-509.0,-514.0,5.9,2.9,294.5,1.4,0.00,0.7,832.915,,
1445,-511.4,-513.1,3.5,2.9,294.6,1.4,0.00,1.4,833.523,,
1446,-514.8,-511.7,0.1,2.9,294.3,1.4,0.00,1.2,834.132,,
1447,-516.9,-514.4,-2.0,2.9,294.5,1.4,0.00,0.7,834.725,,
1448,-514.7,-515.5,0.2,2.9,294.5,1.4,0.00,1.4,835.333,,
1449,-516.3,-516.0,-1.4,2.9,294.5,1.4,0.00,1.1,835.941,,
1450,-516.4,-515.8,-1.5,2.9,294.6,1.4,0.00,0.6,836.534,,
1451,-517.3,-516.7,-2.3,2.9,294.4,1.4,0.00,1.4,837.143,,
1452,-509.6,-514.4,5.3,2.9,294.7,1.4,0.00,1.4,837.735,,
1453,-514.3,-513.7,0.6,2.9,294.5,1.4,0.00,1.2,838.328,,
1454,-517.4,-513.8,-2.5,2.9,294.6,1.4,0.00,1.2,838.905,,
1455,-511.4,-514.4,3.5,2.9,294.7,1.4,0.00,1.2,839.483,,
1456,-514.4,-514.4,0.5,2.9,294.6,1.4,0.00,0.8,840.075,,
1457,-520.5,-515.4,-5.6,2.9,294.3,1.4,0.00,1.4,840.684,,
1458,-512.3,-515.7,2.6,2.9,294.4,1.4,0.00,1.3,841.261,,
1459,-510.5,-514.4,4.4,2.9,294.4,1.4,0.00,1.4,841.854,,
1460,-515.6,-512.8,-0.7,2.9,294.5,1.4,0.00,1.2,842.447,,
1461,-519.7,-515.2,-4.7,2.9,294.5,1.4,0.00,0.9,843.039,,
1462,-515.4,-516.9,-0.4,2.9,294.6,1.4,0.00,1.4,843.632,,
1463,-513.4,-516.1,1.6,2.9,294.6,1.4,0.00,-0.6,844.194,,
1464,-513.3,-514.0,1.6,2.9,294.4,1.4,0.00,1.0,844.771,,
1465,-514.4,-513.7,0.5,2.9,294.7,1.4,0.00,0.0,845.364,,
1466,-517.1,-514.9,-2.2,2.9,294.5,1.4,0.00,1.4,845.972,,
1467,-511.1,-514.2,3.8,2.9,294.5,1.4,0.00,0.8,846.581,,
1468,-512.2,-513.5,2.7,2.9,294.5,1.4,0.00,-0.2,847.173,,
1469,-517.6,-513.6,-2.7,2.9,294.4,1.4,0.00,1.3,847.782,,
1470,-514.4,-514.7,0.5,2.9,294.5,1.4,0.00,1.2,848.375,,
1471,-517.5,-516.5,-2.5,2.9,294.4,1.4,0.00,1.0,848.967,,
1472,-515.6,-515.8,-0.7,2.9,294.5,1.4,0.00,-0.2,849.560,,
1473,-510.8,-514.6,4.1,2.9,294.5,1.4,0.00,1.4,850.169,,
1474,-510.6,-512.4,4.3,2.9,294.5,1.4,0.00,0.8,850.777,,
1475,-509.4,-510.3,5.5,2.9,294.6,1.4,0.00,-0.4,851.354,,
1476,-514.3,-511.5,0.6,2.9,294.4,1.4,0.00,-0.4,851.947,,
1477,-516.9,-513.5,-1.9,2.9,294.5,1.4,0.00,1.4,852.555,,
1478,-518.0,-516.4,-3.1,2.9,294.4,1.4,0.00,0.8,853.164,,
1479,-512.7,-515.9,2.2,2.9,294.3,1.5,0.00,-0.5,853.741,,
1480,-507.2,-512.6,7.8,2.9,294.4,1.5,0.00,1.0,854.318,,
1481,-511.7,-510.5,3.2,2.9,294.5,1.5,0.00,1.1,854.895,,
1482,-511.8,-510.2,3.1,2.9,294.6,1.5,0.00,0.3,855.488,,
1483,-507.1,-510.2,7.8,2.9,294.3,1.5,0.00,1.4,856.097,,
1484,-515.3,-511.4,-0.4,2.9,294.3,1.5,0.00,1.0,856.705,,
1485,-510.8,-511.1,4.1,2.9,294.4,1.5,0.00,0.2,857.298,,
1486,-510.9,-512.3,4.0,2.9,294.4,1.5,0.00,0.2,857.875,,
1487,-518.3,-513.3,-3.4,2.9,294.4,1.5,0.00,1.3,858.483,,
1488,-517.5,-515.6,-2.6,2.9,294.5,1.5,0.00,1.3,859.076,,
1489,-517.0,-517.6,-2.1,2.9,294.4,1.5,0.00,1.1,859.669,,
1490,-518.9,-517.8,-4.0,2.9,294.2,1.5,0.00,1.1,860.246,,
1491,-514.3,-516.8,0.6,2.9,294.2,1.5,0.00,0.1,860.839,,
1492,-515.3,-516.2,-0.3,2.9,294.5,1.5,0.00,0.2,861.416,,
1493,-512.7,-514.1,2.2,2.9,294.3,1.5,0.00,1.4,862.025,,
1494,-516.9,-515.0,-2.0,2.9,294.4,1.5,0.00,1.3,862.602,,
1495,-517.1,-515.6,-2.2,2.9,294.2,1.5,0.00,1.1,863.210,,
1496,-517.2,-517.1,-2.3,2.9,294.5,1.5,0.00,0.5,863.803,,
1497,-517.0,-517.1,-2.1,2.9,294.4,1.5,0.00,1.3,864.411,,
1498,-510.5,-514.9,4.5,2.9,294.6,1.5,0.00,1.4,865.004,,
1499,-515.1,-514.2,-0.2,2.9,294.3,1.5,0.00,1.3,865.581,,
1500,-510.8,-512.1,4.1,2.9,294.4,1.5,0.00,0.3,866.190,,
12/11/2019 10:46:25
Probe Amplitude      = 50
Probe Frequency (Hz) = 78.0
Probe Trigger        = 128
Probe Vb             = 7000
Probe DC             = 0
DAS Points           = 100
DAS Rate (Hz)        = 13500
DAS Signal Average   = 1
DAS Gain             = 1
Meas Points          = 1500
Meas Voltage Steps   = 1
Meas WF Average      = 2
Meas Vb+             = 7000
Meas Vb-             = -7000
Meas Delay           = 0
Gradient Required    = 300
Gradient Bounts      = 10
Gradient Large Step  = 5
Gradient Small Step  = 1
Gradient Track Invert= -1










