Point,WF (mV),WFRA (mV),WFDel (mV),Std WF,GD (au),Std GD,Z Height (um),User,Time(Secs),,
1110,-517.3,-513.8,-2.4,2.9,295.5,1.1,0.00,1.3,636.870,,
1111,-515.2,-515.1,-0.2,2.9,295.8,1.1,0.00,1.3,637.463,,
1112,-515.3,-515.9,-0.4,2.9,295.5,1.1,0.00,1.3,638.055,,
1113,-516.3,-515.6,-1.4,2.9,295.7,1.1,0.00,1.3,638.633,,
1114,-516.8,-516.2,-1.9,2.9,295.7,1.1,0.00,1.4,639.194,,
1115,-510.2,-514.4,4.8,2.9,295.7,1.1,0.00,1.3,639.787,,
1116,-517.7,-514.9,-2.8,2.9,295.5,1.1,0.00,1.3,640.364,,
1117,-514.7,-514.2,0.2,2.9,295.6,1.1,0.00,1.3,640.941,,
1118,-517.2,-516.6,-2.3,2.9,295.6,1.1,0.00,1.3,641.503,,
1119,-515.4,-515.8,-0.4,2.9,295.6,1.1,0.00,1.4,642.080,,
1120,-516.5,-516.4,-1.6,2.9,295.7,1.1,0.00,1.3,642.657,,
1121,-517.6,-516.5,-2.7,2.9,295.5,1.1,0.00,1.3,643.235,,
1122,-517.5,-517.2,-2.6,2.9,295.7,1.1,0.00,-0.4,643.796,,
1123,-515.9,-517.0,-0.9,2.9,295.5,1.1,0.00,-0.1,644.373,,
1124,-513.4,-515.6,1.6,2.9,295.6,1.2,0.00,1.1,644.935,,
1125,-511.5,-513.6,3.4,2.9,295.5,1.2,0.00,1.1,645.512,,
1126,-513.2,-512.7,1.7,2.9,295.5,1.2,0.00,1.3,646.074,,
1127,-516.4,-513.7,-1.5,2.9,295.6,1.2,0.00,1.3,646.635,,
1128,-516.4,-515.3,-1.5,2.9,295.6,1.2,0.00,1.3,647.213,,
1129,-517.5,-516.8,-2.6,2.9,295.6,1.2,0.00,1.3,647.805,,
1130,-515.3,-516.4,-0.4,2.9,295.5,1.2,0.00,1.4,648.383,,
1131,-515.0,-516.0,-0.1,2.9,295.5,1.2,0.00,1.4,648.960,,
1132,-513.7,-514.7,1.2,2.9,295.5,1.2,0.00,1.2,649.553,,
1133,-512.4,-513.7,2.5,2.9,295.5,1.2,0.00,1.3,650.130,,
1134,-513.4,-513.2,1.5,2.9,295.4,1.2,0.00,1.3,650.707,,
1135,-516.8,-514.2,-1.9,2.9,295.4,1.2,0.00,1.3,651.269,,
1136,-514.6,-515.0,0.3,2.9,295.5,1.2,0.00,1.4,651.846,,
1137,-516.1,-515.8,-1.1,2.9,295.5,1.2,0.00,1.3,652.423,,
1138,-514.4,-515.0,0.5,2.9,295.6,1.2,0.00,1.3,653.000,,
1139,-514.7,-515.1,0.2,2.9,295.6,1.2,0.00,1.3,653.577,,
1140,-513.9,-514.3,1.0,2.9,295.6,1.2,0.00,1.3,654.170,,
1141,-516.5,-515.0,-1.6,2.9,295.6,1.2,0.00,1.3,654.747,,
1142,-519.2,-516.5,-4.3,2.9,295.7,1.2,0.00,1.3,655.325,,
1143,-517.1,-517.6,-2.2,2.9,295.7,1.2,0.00,1.3,655.917,,
1144,-512.3,-516.2,2.6,2.9,295.5,1.2,0.00,0.9,656.510,,
1145,-509.7,-513.0,5.3,2.9,295.8,1.2,0.00,1.4,657.072,,
1146,-516.2,-512.7,-1.3,2.9,295.5,1.2,0.00,1.0,657.665,,
1147,-512.7,-512.8,2.3,2.9,295.7,1.2,0.00,1.0,658.242,,
1148,-514.3,-514.4,0.6,2.9,295.7,1.2,0.00,1.1,658.819,,
1149,-520.2,-515.7,-5.2,2.9,295.6,1.2,0.00,1.3,659.381,,
1150,-517.1,-517.2,-2.2,2.9,295.5,1.2,0.00,1.3,659.942,,
1151,-515.9,-517.7,-0.9,2.9,295.5,1.2,0.00,1.3,660.535,,
1152,-514.6,-515.8,0.4,2.9,295.5,1.2,0.00,1.3,661.112,,
1153,-515.1,-515.2,-0.2,2.9,295.7,1.2,0.00,1.4,661.689,,
1154,-513.6,-514.4,1.3,2.9,295.4,1.2,0.00,1.3,662.282,,
1155,-515.4,-514.7,-0.4,2.9,295.6,1.2,0.00,0.9,662.875,,
1156,-513.0,-514.0,1.9,2.9,295.7,1.2,0.00,1.1,663.452,,
1157,-518.0,-515.5,-3.1,2.9,295.6,1.2,0.00,1.1,664.029,,
1158,-514.6,-515.2,0.3,2.9,295.3,1.2,0.00,1.2,664.607,,
1159,-509.8,-514.1,5.1,2.9,295.4,1.2,0.00,1.1,665.184,,
1160,-514.4,-512.9,0.5,2.9,295.6,1.2,0.00,0.4,665.777,,
1161,-515.3,-513.2,-0.4,2.9,295.2,1.2,0.00,0.7,666.354,,
1162,-513.0,-514.2,1.9,2.9,295.7,1.2,0.00,1.2,666.915,,
1163,-519.2,-515.8,-4.2,2.9,295.4,1.2,0.00,0.6,667.508,,
1164,-514.0,-515.4,0.9,2.9,295.4,1.2,0.00,0.9,668.085,,
1165,-512.6,-515.2,2.3,2.9,295.6,1.2,0.00,0.9,668.663,,
1166,-519.1,-515.2,-4.1,2.9,295.2,1.2,0.00,1.0,669.240,,
1167,-514.1,-515.2,0.8,2.9,295.5,1.2,0.00,-0.2,669.833,,
1168,-512.4,-515.2,2.5,2.9,295.6,1.2,0.00,0.0,670.410,,
1169,-523.0,-516.5,-8.0,2.9,295.3,1.2,0.00,1.2,670.971,,
1170,-512.8,-516.0,2.2,2.9,295.5,1.2,0.00,1.3,671.533,,
1171,-518.9,-518.2,-4.0,2.9,295.5,1.2,0.00,1.2,672.126,,
1172,-514.9,-515.5,0.0,2.9,295.5,1.2,0.00,0.5,672.719,,
1173,-512.7,-515.5,2.2,2.9,295.7,1.2,0.00,0.7,673.296,,
1174,-515.7,-514.5,-0.8,2.9,295.6,1.2,0.00,0.7,673.873,,
1175,-517.9,-515.5,-3.0,2.9,295.4,1.2,0.00,0.9,674.450,,
1176,-510.3,-514.6,4.7,2.9,295.5,1.2,0.00,1.4,675.059,,
1177,-515.4,-514.5,-0.5,2.9,295.3,1.2,0.00,1.3,675.636,,
1178,-515.3,-513.7,-0.4,2.9,295.4,1.2,0.00,1.4,676.229,,
1179,-520.0,-516.9,-5.1,2.9,295.5,1.2,0.00,1.2,676.821,,
1180,-512.7,-516.0,2.2,2.9,295.5,1.2,0.00,1.2,677.399,,
1181,-514.0,-515.6,0.9,2.9,295.5,1.2,0.00,0.8,677.991,,
1182,-519.1,-515.2,-4.1,2.9,295.3,1.2,0.00,1.3,678.553,,
1183,-517.5,-516.9,-2.6,2.9,295.4,1.2,0.00,1.0,679.146,,
1184,-513.5,-516.7,1.4,2.9,295.4,1.2,0.00,1.1,679.723,,
1185,-517.9,-516.3,-3.0,2.9,295.4,1.2,0.00,0.1,680.316,,
1186,-510.0,-513.8,4.9,2.9,295.3,1.2,0.00,1.2,680.877,,
1187,-511.6,-513.2,3.3,2.9,295.4,1.2,0.00,0.6,681.470,,
1188,-512.1,-511.2,2.8,2.9,295.4,1.2,0.00,0.7,682.047,,
1189,-512.7,-512.1,2.2,2.9,295.4,1.2,0.00,0.8,682.625,,
1190,-515.3,-513.4,-0.4,2.9,295.5,1.2,0.00,0.9,683.202,,
1191,-513.4,-513.8,1.6,2.9,295.5,1.2,0.00,0.9,683.779,,
1192,-512.8,-513.8,2.1,2.9,295.5,1.2,0.00,1.0,684.356,,
1193,-511.4,-512.5,3.5,2.9,295.4,1.2,0.00,-0.4,684.933,,
1194,-514.0,-512.7,0.9,2.9,295.5,1.2,0.00,1.1,685.511,,
1195,-513.4,-512.9,1.5,2.9,295.4,1.2,0.00,1.1,686.088,,
1196,-514.8,-514.1,0.1,2.9,295.5,1.2,0.00,1.1,686.665,,
1197,-513.5,-513.9,1.4,2.9,295.2,1.2,0.00,1.2,687.242,,
1198,-518.4,-515.6,-3.4,2.9,295.4,1.2,0.00,0.7,687.835,,
1199,-519.0,-516.9,-4.1,2.9,295.5,1.2,0.00,0.5,688.412,,
1200,-516.0,-517.8,-1.1,2.9,295.3,1.2,0.00,0.8,688.989,,
1201,-512.3,-515.8,2.6,2.9,295.3,1.2,0.00,1.4,689.582,,
1202,-517.8,-515.4,-2.9,2.9,295.4,1.2,0.00,1.4,690.159,,
1203,-512.1,-514.1,2.8,2.9,295.4,1.2,0.00,0.1,690.752,,
1204,-513.7,-514.6,1.2,2.9,295.4,1.2,0.00,1.4,691.345,,
1205,-521.5,-515.8,-6.6,2.9,295.2,1.2,0.00,1.2,691.938,,
1206,-513.9,-516.4,1.0,2.9,295.3,1.2,0.00,1.2,692.515,,
1207,-514.6,-516.7,0.3,2.9,295.3,1.2,0.00,0.8,693.108,,
1208,-512.0,-513.5,2.9,2.9,295.5,1.2,0.00,1.0,693.685,,
1209,-514.7,-513.8,0.2,2.9,295.3,1.2,0.00,-0.1,694.278,,
1210,-516.0,-514.3,-1.1,2.9,295.4,1.2,0.00,0.2,694.855,,
1211,-510.3,-513.7,4.6,2.9,295.4,1.2,0.00,0.1,695.432,,
1212,-511.8,-512.7,3.1,2.9,295.5,1.2,0.00,0.4,696.009,,
1213,-519.5,-513.9,-4.6,2.9,295.2,1.2,0.00,0.5,696.587,,
1214,-518.2,-516.5,-3.2,2.9,295.4,1.2,0.00,0.6,697.164,,
1215,-516.9,-518.2,-2.0,2.9,295.2,1.2,0.00,0.7,697.741,,
1216,-515.3,-516.8,-0.4,2.9,295.4,1.2,0.00,0.8,698.318,,
1217,-515.8,-516.0,-0.9,2.9,295.2,1.2,0.00,0.8,698.895,,
1218,-516.9,-516.0,-2.0,2.9,295.3,1.2,0.00,1.0,699.473,,
1219,-513.3,-515.3,1.6,2.9,295.4,1.2,0.00,1.0,700.050,,
1220,-514.5,-514.9,0.4,2.9,295.4,1.2,0.00,1.0,700.627,,
1221,-511.6,-513.1,3.3,2.9,295.4,1.2,0.00,1.1,701.204,,
1222,-515.3,-513.8,-0.4,2.9,295.5,1.2,0.00,1.1,701.781,,
1223,-513.5,-513.5,1.5,2.9,295.3,1.2,0.00,1.2,702.359,,
1224,-513.8,-514.2,1.1,2.9,295.2,1.2,0.00,0.6,702.951,,
1225,-518.0,-515.1,-3.0,2.9,295.3,1.2,0.00,1.3,703.513,,
1226,-517.2,-516.3,-2.3,2.9,295.6,1.2,0.00,0.8,704.106,,
1227,-515.7,-517.0,-0.8,2.9,295.4,1.2,0.00,1.4,704.714,,
1228,-515.2,-516.0,-0.3,2.9,295.3,1.2,0.00,1.4,705.291,,
1229,-517.7,-516.2,-2.8,2.9,295.2,1.2,0.00,1.4,705.869,,
1230,-514.2,-515.7,0.7,2.9,295.3,1.2,0.00,1.3,706.446,,
1231,-517.7,-516.6,-2.8,2.9,295.2,1.2,0.00,1.3,707.039,,
1232,-515.3,-515.7,-0.3,2.9,295.4,1.2,0.00,1.3,707.631,,
1233,-516.8,-516.6,-1.9,2.9,295.3,1.2,0.00,1.2,708.209,,
1234,-515.9,-516.0,-1.0,2.9,295.3,1.2,0.00,0.9,708.801,,
1235,-516.7,-516.5,-1.8,2.9,295.2,1.2,0.00,1.0,709.379,,
1236,-516.7,-516.4,-1.8,2.9,295.3,1.2,0.00,0.2,709.971,,
1237,-509.9,-514.4,5.0,2.9,295.2,1.2,0.00,1.3,710.580,,
1238,-515.1,-513.9,-0.2,2.9,295.1,1.2,0.00,1.3,711.173,,
1239,-515.7,-513.6,-0.8,2.9,295.1,1.2,0.00,1.3,711.750,,
1240,-514.3,-515.0,0.6,2.9,295.5,1.2,0.00,1.0,712.343,,
1241,-514.2,-514.7,0.7,2.9,295.6,1.2,0.00,1.1,712.920,,
1242,-511.7,-513.4,3.2,2.9,295.2,1.2,0.00,0.4,713.513,,
1243,-511.7,-512.6,3.2,2.9,295.2,1.2,0.00,1.4,714.105,,
1244,-516.8,-513.4,-1.8,2.9,295.3,1.2,0.00,1.3,714.714,,
1245,-512.8,-513.8,2.1,2.9,295.3,1.2,0.00,1.1,715.307,,
1246,-513.9,-514.5,1.0,2.9,295.2,1.2,0.00,0.3,715.899,,
1247,-512.2,-513.0,2.7,2.9,295.1,1.2,0.00,0.7,716.477,,
1248,-517.0,-514.4,-2.0,2.9,295.3,1.2,0.00,0.8,717.054,,
1249,-510.6,-513.2,4.4,2.9,295.3,1.2,0.00,1.3,717.662,,
1250,-514.4,-514.0,0.5,2.9,295.3,1.3,0.00,1.3,718.239,,
1251,-516.8,-513.9,-1.9,2.9,295.0,1.3,0.00,1.3,718.817,,
1252,-518.7,-516.6,-3.8,2.9,295.4,1.3,0.00,1.3,719.394,,
1253,-512.2,-515.9,2.7,2.9,294.9,1.3,0.00,1.3,719.971,,
1254,-511.2,-514.0,3.7,2.9,295.2,1.3,0.00,1.4,720.564,,
1255,-509.7,-511.0,5.2,2.9,295.3,1.3,0.00,1.2,721.157,,
1256,-513.6,-511.5,1.3,2.9,295.1,1.3,0.00,1.3,721.734,,
1257,-513.6,-512.3,1.3,2.9,295.2,1.3,0.00,1.0,722.327,,
1258,-512.4,-513.2,2.5,2.9,295.1,1.3,0.00,1.1,722.904,,
1259,-514.2,-513.4,0.7,2.9,295.1,1.3,0.00,0.0,723.497,,
1260,-512.9,-513.1,2.1,2.9,295.3,1.3,0.00,1.4,724.105,,
1261,-516.4,-514.5,-1.5,2.9,295.2,1.3,0.00,1.3,724.698,,
1262,-515.6,-515.0,-0.7,2.9,295.2,1.3,0.00,1.0,725.291,,
1263,-511.8,-514.6,3.1,2.9,295.3,1.3,0.00,1.1,725.868,,
1264,-517.9,-515.1,-3.0,2.9,295.2,1.3,0.00,0.1,726.461,,
1265,-516.6,-515.4,-1.7,2.9,295.4,1.3,0.00,0.4,727.038,,
1266,-516.5,-517.0,-1.6,2.9,295.3,1.3,0.00,1.4,727.646,,
1267,-514.2,-515.8,0.7,2.9,295.3,1.3,0.00,1.4,728.223,,
1268,-513.5,-514.7,1.4,2.9,295.1,1.3,0.00,1.4,728.801,,
1269,-516.4,-514.7,-1.5,2.9,295.0,1.3,0.00,1.4,729.378,,
1270,-513.4,-514.4,1.5,2.9,295.1,1.3,0.00,1.4,729.955,,
1271,-510.4,-513.4,4.6,2.9,295.3,1.3,0.00,1.4,730.532,,
1272,-511.4,-511.7,3.5,2.9,295.1,1.3,0.00,1.4,731.109,,
1273,-512.4,-511.4,2.5,2.9,295.1,1.3,0.00,1.2,731.718,,
1274,-514.3,-512.7,0.6,2.9,295.1,1.3,0.00,0.8,732.311,,
1275,-516.7,-514.5,-1.8,2.9,295.0,1.3,0.00,-0.7,732.888,,
1276,-513.6,-514.9,1.3,2.9,295.2,1.3,0.00,-0.6,733.481,,
1277,-512.7,-514.3,2.2,2.9,295.1,1.3,0.00,1.4,734.089,,
1278,-512.9,-513.0,2.0,2.9,295.1,1.3,0.00,1.4,734.666,,
1279,-520.4,-515.3,-5.5,2.9,295.0,1.3,0.00,1.3,735.259,,
1280,-518.8,-517.4,-3.9,2.9,295.2,1.3,0.00,1.0,735.852,,
1281,-515.3,-518.2,-0.4,2.9,295.1,1.3,0.00,1.3,736.413,,
1282,-511.1,-515.1,3.8,2.9,295.1,1.3,0.00,1.1,737.006,,
1283,-516.4,-514.3,-1.5,2.9,295.2,1.3,0.00,0.0,737.599,,
1284,-518.1,-515.2,-3.2,2.9,295.1,1.3,0.00,1.3,738.207,,
1285,-518.6,-517.7,-3.7,2.9,295.0,1.3,0.00,1.3,738.800,,
1286,-510.9,-515.9,4.0,2.9,295.1,1.3,0.00,1.0,739.393,,
1287,-518.1,-515.9,-3.2,2.9,295.1,1.3,0.00,0.1,739.986,,
1288,-513.8,-514.3,1.2,2.9,295.1,1.3,0.00,1.4,740.594,,
1289,-510.8,-514.2,4.1,2.9,295.1,1.3,0.00,1.3,741.187,,
1290,-514.2,-512.9,0.7,2.9,295.1,1.3,0.00,1.1,741.780,,
1291,-515.5,-513.5,-0.6,2.9,295.1,1.3,0.00,0.3,742.373,,
1292,-513.1,-514.3,1.9,2.9,295.2,1.3,0.00,1.3,742.981,,
1293,-519.5,-516.0,-4.6,2.9,295.2,1.3,0.00,1.3,743.574,,
1294,-512.4,-515.0,2.5,2.9,294.9,1.3,0.00,1.0,744.167,,
1295,-511.1,-514.3,3.8,2.9,295.1,1.3,0.00,-0.1,744.759,,
1296,-515.7,-513.1,-0.8,2.9,295.0,1.3,0.00,1.3,745.368,,
1297,-514.3,-513.7,0.6,2.9,295.3,1.3,0.00,1.2,745.961,,
1298,-516.1,-515.4,-1.2,2.9,294.9,1.3,0.00,1.0,746.553,,
1299,-509.7,-513.4,5.2,2.9,295.2,1.3,0.00,1.1,747.131,,
1300,-512.1,-512.7,2.8,2.9,295.1,1.3,0.00,0.2,747.723,,
1301,-509.8,-510.6,5.1,2.9,295.1,1.3,0.00,1.3,748.332,,
1302,-516.1,-512.7,-1.2,2.9,295.0,1.3,0.00,1.2,748.925,,
1303,-515.7,-513.9,-0.8,2.9,295.0,1.3,0.00,1.1,749.517,,
1304,-513.3,-515.1,1.6,2.9,295.1,1.3,0.00,0.1,750.126,,
1305,-514.1,-514.4,0.8,2.9,294.9,1.3,0.00,1.3,750.719,,
1306,-518.2,-515.2,-3.3,2.9,295.1,1.3,0.00,1.3,751.311,,
1307,-517.9,-516.7,-2.9,2.9,295.1,1.3,0.00,1.1,751.904,,
1308,-513.6,-516.6,1.3,2.9,295.1,1.3,0.00,0.2,752.497,,
1309,-515.4,-515.6,-0.5,2.9,294.9,1.3,0.00,1.4,753.090,,
1310,-515.9,-515.0,-1.0,2.9,294.9,1.3,0.00,1.3,753.698,,
1311,-512.5,-514.6,2.4,2.9,294.9,1.3,0.00,1.1,754.291,,
1312,-517.4,-515.3,-2.5,2.9,294.9,1.3,0.00,0.2,754.884,,
1313,-517.5,-515.8,-2.6,2.9,295.0,1.3,0.00,1.4,755.492,,
1314,-515.5,-516.8,-0.6,2.9,294.8,1.3,0.00,1.4,756.085,,
1315,-517.4,-516.8,-2.5,2.9,295.1,1.3,0.00,1.1,756.678,,
1316,-516.2,-516.4,-1.3,2.9,294.9,1.3,0.00,0.2,757.271,,
1317,-516.9,-516.8,-2.0,2.9,295.1,1.3,0.00,1.3,757.879,,
1318,-515.4,-516.2,-0.5,2.9,294.7,1.3,0.00,1.3,758.472,,
1319,-515.8,-516.0,-0.9,2.9,294.8,1.3,0.00,1.1,759.065,,
1320,-518.2,-516.5,-3.2,2.9,294.8,1.3,0.00,0.1,759.657,,
1321,-514.1,-516.0,0.8,2.9,294.9,1.3,0.00,0.1,760.235,,
1322,-517.6,-516.6,-2.6,2.9,294.8,1.3,0.00,1.3,760.843,,
1323,-514.9,-515.5,0.0,2.9,295.0,1.3,0.00,1.3,761.436,,
1324,-511.2,-514.6,3.7,2.9,294.9,1.3,0.00,1.1,762.029,,
1325,-513.6,-513.3,1.3,2.9,295.0,1.3,0.00,0.5,762.621,,
1326,-515.3,-513.4,-0.4,2.9,295.1,1.3,0.00,1.4,763.230,,
1327,-514.1,-514.3,0.9,2.9,294.8,1.3,0.00,1.3,763.823,,
1328,-515.2,-514.8,-0.2,2.9,294.7,1.3,0.00,1.0,764.415,,
1329,-511.4,-513.5,3.5,2.9,295.1,1.3,0.00,0.3,765.008,,
1330,-518.2,-514.9,-3.2,2.9,294.9,1.3,0.00,1.4,765.617,,
1331,-519.9,-516.5,-5.0,2.9,294.7,1.3,0.00,1.3,766.209,,
1332,-513.5,-517.2,1.4,2.9,294.9,1.3,0.00,1.1,766.802,,
1333,-513.1,-515.5,1.8,2.9,294.9,1.3,0.00,1.2,767.379,,
1334,-512.7,-513.1,2.2,2.9,295.0,1.3,0.00,0.6,767.972,,
1335,-518.0,-514.6,-3.1,2.9,295.0,1.3,0.00,1.4,768.565,,
1336,-514.6,-515.1,0.3,2.9,294.7,1.3,0.00,1.3,769.158,,
1337,-518.4,-517.0,-3.5,2.9,294.9,1.3,0.00,1.4,769.735,,
1338,-513.9,-515.6,1.0,2.9,294.8,1.3,0.00,1.4,770.312,,
1339,-516.6,-516.3,-1.7,2.9,294.8,1.3,0.00,1.3,770.889,,
1340,-510.0,-513.5,4.9,2.9,294.9,1.3,0.00,1.3,771.482,,
1341,-512.1,-512.9,2.8,2.9,294.8,1.3,0.00,1.2,772.075,,
1342,-513.4,-511.8,1.5,2.9,295.1,1.3,0.00,1.3,772.652,,
1343,-514.4,-513.3,0.5,2.9,294.7,1.3,0.00,0.9,773.245,,
1344,-515.3,-514.4,-0.4,2.9,294.8,1.3,0.00,0.9,773.822,,
1345,-513.0,-514.2,2.0,2.9,294.9,1.3,0.00,-0.4,774.399,,
1346,-513.2,-513.8,1.7,2.9,294.8,1.3,0.00,-0.1,774.992,,
1347,-520.9,-515.7,-6.0,2.9,294.9,1.3,0.00,1.4,775.601,,
1348,-513.2,-515.7,1.7,2.9,295.1,1.3,0.00,1.3,776.193,,
1349,-513.0,-515.7,2.0,2.9,294.9,1.3,0.00,1.0,776.786,,
1350,-509.1,-511.7,5.8,2.9,295.1,1.3,0.00,1.1,777.363,,
1351,-519.6,-513.9,-4.7,2.9,295.0,1.3,0.00,0.3,777.956,,
1352,-514.1,-514.3,0.9,2.9,294.9,1.3,0.00,1.4,778.565,,
1353,-513.9,-515.9,1.0,2.9,294.8,1.3,0.00,1.3,779.157,,
1354,-515.4,-514.4,-0.4,2.9,294.7,1.3,0.00,1.0,779.750,,
1355,-518.6,-516.0,-3.7,2.9,294.8,1.3,0.00,1.1,780.327,,
1356,-513.7,-515.9,1.2,2.9,295.1,1.3,0.00,1.2,780.905,,
1357,-511.1,-514.5,3.8,2.9,294.8,1.3,0.00,0.4,781.497,,
1358,-512.4,-512.4,2.5,2.9,294.7,1.3,0.00,0.5,782.075,,
1359,-511.6,-511.7,3.3,2.9,294.8,1.3,0.00,1.4,782.683,,
1360,-512.4,-512.1,2.5,2.9,294.8,1.3,0.00,1.4,783.260,,
1361,-511.6,-511.9,3.3,2.9,294.8,1.3,0.00,1.4,783.837,,
1362,-516.3,-513.5,-1.4,2.9,294.9,1.3,0.00,1.4,784.415,,
1363,-513.0,-513.6,1.9,2.9,294.8,1.3,0.00,1.3,784.992,,
1364,-512.2,-513.8,2.7,2.9,294.7,1.3,0.00,1.4,785.585,,
1365,-514.6,-513.3,0.3,2.9,294.9,1.3,0.00,1.2,786.177,,
1366,-512.2,-513.0,2.8,2.9,295.0,1.3,0.00,0.9,786.770,,
1367,-511.0,-512.6,3.9,2.9,294.7,1.4,0.00,1.4,787.379,,
1368,-515.2,-512.8,-0.3,2.9,294.8,1.4,0.00,1.3,787.956,,
1369,-513.1,-513.1,1.8,2.9,294.7,1.4,0.00,1.3,788.549,,
1370,-512.3,-513.6,2.6,2.9,294.8,1.4,0.00,1.3,789.141,,
1371,-508.0,-511.2,6.9,2.9,295.0,1.4,0.00,1.3,789.719,,
1372,-509.0,-509.8,6.0,2.9,294.7,1.4,0.00,0.9,790.311,,
1373,-512.5,-509.8,2.5,2.9,294.8,1.4,0.00,1.0,790.889,,
1374,-513.0,-511.5,1.9,2.9,294.9,1.4,0.00,0.2,791.481,,
1375,-515.4,-513.6,-0.5,2.9,294.6,1.4,0.00,1.3,792.074,,
1376,-519.0,-515.8,-4.0,2.9,294.8,1.4,0.00,1.3,792.683,,
1377,-513.3,-515.9,1.6,2.9,294.9,1.4,0.00,1.0,793.275,,
1378,-515.5,-515.9,-0.6,2.9,294.8,1.4,0.00,0.0,793.868,,
1379,-513.4,-514.1,1.5,2.9,294.7,1.4,0.00,0.1,794.445,,
1380,-516.9,-515.2,-1.9,2.9,294.9,1.4,0.00,1.4,795.054,,
1381,-514.1,-514.8,0.8,2.9,294.9,1.4,0.00,1.3,795.647,,
1382,-512.8,-514.6,2.1,2.9,294.9,1.4,0.00,1.3,796.224,,
1383,-516.1,-514.4,-1.2,2.9,294.9,1.4,0.00,1.1,796.817,,
1384,-515.4,-514.8,-0.5,2.9,294.9,1.4,0.00,0.1,797.409,,
1385,-512.6,-514.7,2.3,2.9,294.8,1.4,0.00,1.3,798.018,,
1386,-513.4,-513.8,1.5,2.9,294.7,1.4,0.00,1.3,798.611,,
1387,-514.4,-513.5,0.5,2.9,294.6,1.4,0.00,1.1,799.203,,
1388,-513.1,-513.6,1.8,2.9,294.7,1.4,0.00,0.3,799.796,,
1389,-510.3,-512.6,4.6,2.9,294.5,1.4,0.00,1.4,800.389,,
1390,-514.2,-512.6,0.7,2.9,294.8,1.4,0.00,1.4,800.982,,
1391,-512.2,-512.2,2.7,2.9,294.7,1.4,0.00,1.3,801.575,,
1392,-510.3,-512.2,4.6,2.9,294.8,1.4,0.00,1.1,802.167,,
1393,-517.9,-513.4,-3.0,2.9,294.8,1.4,0.00,0.4,802.760,,
1394,-508.4,-512.2,6.5,2.9,294.6,1.4,0.00,0.7,803.337,,
1395,-516.6,-514.3,-1.7,2.9,294.8,1.4,0.00,1.4,803.946,,
1396,-513.8,-513.0,1.1,2.9,294.6,1.4,0.00,1.3,804.523,,
1397,-516.3,-515.6,-1.4,2.9,294.7,1.4,0.00,1.3,805.100,,
1398,-514.9,-515.0,0.0,2.9,294.7,1.4,0.00,1.3,805.677,,
1399,-513.5,-514.9,1.4,2.9,294.6,1.4,0.00,1.3,806.255,,
1400,-516.5,-515.0,-1.5,2.9,294.4,1.4,0.00,1.3,806.847,,
1401,-518.9,-516.3,-4.0,2.9,294.7,1.4,0.00,1.3,807.440,,
1402,-519.0,-518.1,-4.1,2.9,294.4,1.4,0.00,0.9,808.033,,
1403,-513.8,-517.2,1.1,2.9,294.6,1.4,0.00,1.3,808.626,,
1404,-510.4,-514.4,4.5,2.9,294.5,1.4,0.00,1.4,809.234,,
1405,-513.9,-512.7,1.0,2.9,294.7,1.4,0.00,1.2,809.827,,
1406,-517.0,-513.8,-2.1,2.9,294.7,1.4,0.00,0.9,810.420,,
1407,-513.1,-514.7,1.8,2.9,294.7,1.4,0.00,-0.6,810.997,,
1408,-516.5,-515.6,-1.6,2.9,294.5,1.4,0.00,-0.4,811.590,,
1409,-517.7,-515.8,-2.7,2.9,294.5,1.4,0.00,0.0,812.167,,
1410,-518.4,-517.5,-3.5,2.9,294.5,1.4,0.00,0.1,812.744,,
1411,-513.8,-516.6,1.1,2.9,294.6,1.4,0.00,1.3,813.353,,
1412,-512.9,-515.0,2.0,2.9,294.8,1.4,0.00,0.9,813.961,,
1413,-514.6,-513.8,0.3,2.9,294.6,1.4,0.00,-0.2,814.554,,
1414,-514.0,-513.9,0.9,2.9,294.5,1.4,0.00,1.4,815.162,,
1415,-510.5,-513.0,4.4,2.9,294.4,1.4,0.00,1.3,815.755,,
1416,-512.7,-512.4,2.2,2.9,294.8,1.4,0.00,1.0,816.348,,
1417,-512.0,-511.7,2.9,2.9,294.6,1.4,0.00,0.2,816.941,,
1418,-515.7,-513.5,-0.8,2.9,294.4,1.4,0.00,0.1,817.518,,
1419,-511.2,-513.0,3.7,2.9,294.5,1.4,0.00,1.3,818.126,,
1420,-508.6,-511.8,6.3,2.9,294.6,1.4,0.00,1.3,818.719,,
1421,-516.8,-512.2,-1.9,2.9,294.7,1.4,0.00,1.3,819.296,,
1422,-518.2,-514.5,-3.3,2.9,294.6,1.4,0.00,1.1,819.889,,
1423,-513.2,-516.1,1.7,2.9,294.6,1.4,0.00,0.2,820.482,,
1424,-514.4,-515.3,0.5,2.9,294.5,1.4,0.00,1.4,821.090,,
1425,-516.9,-514.9,-2.0,2.9,294.4,1.4,0.00,1.3,821.683,,
1426,-513.1,-514.8,1.8,2.9,294.7,1.4,0.00,1.1,822.276,,
1427,-513.4,-514.5,1.5,2.9,294.7,1.4,0.00,1.1,822.853,,
1428,-510.1,-512.2,4.8,2.9,294.7,1.4,0.00,0.4,823.446,,
1429,-511.0,-511.5,3.9,2.9,294.6,1.4,0.00,1.4,824.054,,
